ID,TRANSCRIPT
1688-142285-0063,PCH
1688-142285-0062,S
1688-142285-0037,S
1688-142285-0042,SS SS
1688-142285-0014,SSS
1688-142285-0004,SCHPS SS
1688-142285-0057,S S SCHS
1688-142285-0061,S
1688-142285-0016,T ANDSSS S
1688-142285-0076,S SS
1688-142285-0013,S THE SSSSSSSSS TOSSS
1688-142285-0033,SHECH SSSSS
1688-142285-0048,SRCH SSSMSCHSS
1688-142285-0008,TSSSS
1688-142285-0023,CH
1688-142285-0024,TCHSSSS TOPSS
1688-142285-0089,SCHCHSSS FS
1688-142285-0049,SPS SSS
1688-142285-0038,THES ANDSS
1688-142285-0064,SSSPSSCHSS THES
1688-142285-0054,CSSS
1688-142285-0050,S TOCHSSS
1688-142285-0028,THECH
1688-142285-0044,THE SCHSCH TO
1688-142285-0018,SSCHSS THEPSS THESSCH THES TO SCH
1688-142285-0066,TO THES
1688-142285-0032,THECHSSSSSSCHERCHSSCHS SCHCHP SSSSS S
1688-142285-0065,SCHS
1688-142285-0040,SSS TO SSSSSS TS B SSSS
1688-142285-0078,S TO
1688-142285-0093,SSSSSCH SSSCHS
1688-142285-0070,CHS S F
1688-142285-0041,BS S S THELERS
1688-142285-0030,SSCHSSSSS THECHSSSSSSSSSCHSTS
1688-142285-0059,THECHSS
1688-142285-0021,SSSCHS ANDSS
1688-142285-0083,CHS S TOS
1688-142285-0085,SSCHS
1688-142285-0086,S S TOS S
1688-142285-0073,S SSSCH TOSS TOS THESS S S
1688-142285-0047,THES S
1688-142285-0077,CHS
1688-142285-0031,SS THECHSSSSSSSSCHS TSCHSCHS SS S
1688-142285-0082,SSSS
1688-142285-0088,S SCHSS
1688-142285-0068,SSS S SPS THE
1688-142285-0025,INGS SSS
1688-142285-0051,SSSSSCH SSS
1688-142285-0001,ANDS TOSCHSSPSSPCHSSSS THESSSSPCHP
1688-142285-0029,THE S SSS S
1688-142285-0094,CHSSSS SSSSS S
1688-142285-0020,S SSSSS
1688-142285-0045,S S SS THECHT
1688-142285-0046,SS
1688-142285-0090,SSSCHPS FCHSS
6319-275224-0006,AND TOPP THE TO TO THESSP THEDS TO SSCHP P STPTS TOS TOP ST
6319-275224-0015,FTSTTSST TOPSPCHIS
6319-275224-0003,SP TOP THEPST TOT SSS TO SCHS
6319-275224-0014,SPS TOPSST PSCH TO PD F THETTT
6319-275224-0019,SP SS TCHP SP S
6319-275224-0005,THESCHSTSP SP BCHSSCHSCHSS
6319-275224-0010,P P THE FSSPS SD FLPSTSPCH
6319-275224-0001,FSPSCHST TO THESPP THESCHS SP
6319-275224-0016,SP TOSP
6319-275224-0020,S THEPTPING AND TODD THE SPTTS THES T SSP S FS
6319-275224-0008,THEP THESCHS THE PSSD P SCH THE THE SDST THE STP THECHSP S THESCHS TD TOSP
6319-275224-0007,P ST
6319-275224-0004,S TOSSCH TOS
6319-275224-0017,SST TOTCHSPPP
6319-275224-0000,CH F SSPT TO FS
6319-275224-0013,SSPS FT
6319-275224-0012,S
6319-275224-0018,S SCHSPST
6319-275224-0002,SS FSS PSSPS T
6319-275224-0011,AND TO S ST THE THE TOSP TS SS TOP TO THESCH FSSS THESCHPSPS THEPT
6319-275224-0009,FSSSCHS SCHSCHS
6319-64726-0003,S T T TO TOS
6319-64726-0011,SS THESS BS
6319-64726-0014,SS
6319-64726-0004,SCHS THEPSSSPCHST THESSS SSP S SHE TOCH THE TOT TO SSS S THESS
6319-64726-0002,THE TSECHER S THES THE F SS SR S THES THE
6319-64726-0020,CH TO SCH THES THE THE
6319-64726-0010,CHCH F S TOSCH THES
6319-64726-0017,CHPS THES THE SS THE THE
6319-64726-0015,TSERSSPS SSSS S
6319-64726-0016,S TOTS BT SSSSS T
6319-64726-0012,THE THE THE PS TO THE THEPS THE SS THES SS
6319-64726-0005,SHE SSER TOTSPSS SS TO THE F
6319-64726-0000,S THE BS TO SERS THEPSSSSS
6319-64726-0013,HESSCH SCHS S
6319-64726-0018,THESSSSP SS TOSPSP THE THE SCH TO SSSCHSSR T BT
6319-64726-0001,SARS S SS SSER SSS SS THESSDSS TO
6319-64726-0007,SSSS ANDCHSSSPST BRCH S THECHS B T FTS THE
6319-64726-0006,SDS
6319-64726-0008,THESSS SS F
6319-64726-0019,THESS THE THE SSSS THET SP TOSS THESCHPS TS
6319-64726-0009,S SSERSCH TS SSCH SCHS P S TOERS
6319-57405-0011,SD S
6319-57405-0004,TO SSPSS SS
6319-57405-0002,S SDSP S SSCH
6319-57405-0007,SCHS
6319-57405-0012,SSS SSPLSS SP
6319-57405-0005,THE TOS SSCHP SS SYS
6319-57405-0000,S TSSS THES SSPS
6319-57405-0001,SSPSSSS S TO SSSS THE
6319-57405-0010,CHS
6319-57405-0008,SSS S SS SPS FSERS FS THESS
6319-57405-0009,S TOSS THE THESER SSSSS TO THE S
6319-57405-0003,PSP SSP
6319-57405-0006,ST F TOPSSS
6455-67803-0002,SPD F SCHL BS S
6455-67803-0020,CHSCHS
6455-67803-0031,CHSCHSPPS S S
6455-67803-0018,SPP
6455-67803-0022,CHSSCH
6455-67803-0019,SS THE SHE PSS THES TO THES T SS
6455-67803-0016,CHCH STS SSSCH
6455-67803-0029,S S
6455-67803-0024,ICHSSERS
6455-67803-0008,S T THESS AND S SPSS SSSS
6455-67803-0009,ST SP
6455-67803-0028,S
6455-67803-0003,SSSS TO
6455-67803-0010,THE F TOSP S
6455-67803-0005,S THE S TO SSCH T
6455-67803-0032,S S TO
6455-67803-0027,S S TO
6455-67803-0001,TS FP THECH
6455-67803-0035,SHESS THE
6455-67803-0006,SHE THETSS FS
6455-67803-0021,ANDSD ANDS
6455-67803-0007,THECH S
6455-67803-0033,CH SSSST
6455-67803-0012,SSPS
6455-67803-0036,THESPTINGSS
6455-67803-0011,P
6455-67803-0025,B FPT
6455-67803-0015,CHSD
6455-67803-0026,SSPP
6455-67803-0034,S B TOCHSCHSCH
6455-67803-0004,LS TCHCH S
6455-67803-0000,S T THE
6455-67803-0014,SHE BDCHS ST SS FP
6455-67803-0017,DPCH
6455-67803-0013,THESCHSSCH
6455-67803-0023,SS ANDSS
6455-67803-0030,SPSCHSCHS PPS THECHCH
6455-66379-0015,SL SCH SS FS TOSCHS
6455-66379-0013,SSDCH
6455-66379-0005,SL
6455-66379-0018,S THEPSS
6455-66379-0010,SS FSSS
6455-66379-0008,SSS FCHPSSS OF TOS
6455-66379-0003,TIONSSSP SSS
6455-66379-0014,SSP SS
6455-66379-0009,S TOSCH
6455-66379-0007,PL THE S SS THE PSLS S SPPS
6455-66379-0019,S SS
6455-66379-0001,S TP S
6455-66379-0011,S
6455-66379-0016,CHSSSSST
6455-66379-0006,STLS SD TO TO FD
6455-66379-0002,SSP S SYTCH HEPSINGDPL
6455-66379-0017,Y FDCHSS ANDLSCH SCH
6455-66379-0004,SLS THESLSS THE
6455-66379-0012,S TOS THES S
6455-66379-0000,S
6455-67804-0018,SINGS SCH P
6455-67804-0038,FT
6455-67804-0016,S SSPSTS
6455-67804-0017,SS FCHS TO
6455-67804-0009,PSP
6455-67804-0020,SS TOS
6455-67804-0026,TS SCHSSCHS
6455-67804-0031,S SING FS P
6455-67804-0032,THECHS B
6455-67804-0007,CH F
6455-67804-0006,THEL S
6455-67804-0019,THESS
6455-67804-0029,SS B FSPDS SPS
6455-67804-0000,TOSSSS TOCHYSSPS BT
6455-67804-0021,SHES S S THEPL B THE SSPP
6455-67804-0039,CH THE THESS
6455-67804-0040,S PL S F
6455-67804-0034,DSS
6455-67804-0014,AND TOSCHT
6455-67804-0027,S THES FSCHSSS
6455-67804-0008,SP S
6455-67804-0028,SSSPSINGPSP
6455-67804-0011,F THECH
6455-67804-0035,CHSPS B TO SSCHCH
6455-67804-0023,SL BSSCHS SS FSS THE
6455-67804-0012,FTSS
6455-67804-0037,SCHSCHT S THESP
6455-67804-0036,S BSSCHS SINGSL
6455-67804-0015,FSS
6455-67804-0024,THE SSLPSSPT THESTS B S FS
6455-67804-0002,S FS THE THESP
6455-67804-0003,CHSS S
6455-67804-0022,SSCH THE SS STS TO THEPT TOTS SS FSSSL
6455-67804-0033,AND SP S
6455-67804-0025,THESSSSP
6455-67804-0013,SS TO THE TCHS
6455-67804-0005,FSSCHCHD THES FCH
6455-67804-0001,TOSCHS TOT
6455-67804-0010,SS BCH S BS
6455-67804-0004,FSSCH THES F
6455-67804-0030,S THEINGSSSSS SS
1993-147964-0010,TO SSS THES SHEP F SCHSSPS S SSS SSPSSCHSS TTPS
1993-147964-0007,S TO FSSCHSCHSP
1993-147964-0002,SSCHSP TOS TO
1993-147964-0004,TOS SSSSSCH BCH
1993-147964-0005,TO SS THE SS STSPSPCHLSPSCH
1993-147964-0001,SSSP SS
1993-147964-0000,SSS TOSS SDSSSS PCHS
1993-147964-0008,TSRSCH S SSS
1993-147964-0009,FSSEDS SS SS TO TO
1993-147964-0003,SHESSPS SSCHPT
1993-147964-0006,TOT TO
1993-147149-0012,S BSTCHPS
1993-147149-0014,S BSSS
1993-147149-0016,SCHSTCH ST
1993-147149-0010,SS TO
1993-147149-0005,CHSTSSTS TOTS TOS
1993-147149-0008,SS
1993-147149-0030,SSSCHSSTTSS TOSS
1993-147149-0002,STTS
1993-147149-0007,SS THESSSS
1993-147149-0026,
1993-147149-0021,S TOSSSP TOSSS
1993-147149-0015,SSTSSSPPSSCH
1993-147149-0000,THEP SSCHCHS
1993-147149-0011,TOSS
1993-147149-0013,S TOSST
1993-147149-0020,SSTSSTSCHSSPS TO TOSSS THES
1993-147149-0001,SSSSSS TO
1993-147149-0029,SSPSS TOS TOEDSSST TOST
1993-147149-0024,SSSSST TOCHSSCHCHSSSSTS TO
1993-147149-0006,EDSSSSSS STSS SCHS TO TOTS TOTSS TOST TOTSS TOSSSS
1993-147149-0017,EDS TOSS
1993-147149-0018,SS TOSCHSS STSPTSSSSS TOS
1993-147149-0027,S TOPCHSSCHS TOS THESS THE TOSSSSTS
1993-147149-0025,SCHSDSSSSS TO
1993-147149-0009,THE ANDSSSSSSSTSSSSSSSSS
1993-147149-0003,THESS TOS TOSSS TOPS THES S TOSS
1993-147149-0023,SS THES TO TOS TOSS TOPS
1993-147149-0019,TCHSCH THE SSP
1993-147149-0028,THE TOSSSDSCHSCH
1993-147149-0004,SSSSS THESSSS
1993-147149-0022,SS TOS TOCHSCH TOTSPSTCH SS THES TOTT THETPTSTT
1993-147965-0007,S SS BPA SPPS
1993-147965-0000,CHS STS
1993-147965-0005,TS THESSCHSSPS S
1993-147965-0004,T S
1993-147965-0003,S SSSCHS TOS
1993-147965-0001,PSTION
1993-147965-0008,SSS TOT
1993-147965-0002,TOSS THEPSSCHSCHSCHPSS
1993-147965-0006,S SCHPS SSS THETCHS TOS
1993-147966-0002,SSS
1993-147966-0005,TOPCHSS
1993-147966-0006,SSS ST
1993-147966-0000,SSR FS TOSSSPSS S TS THEP
1993-147966-0004,SSCHS
1993-147966-0003,FS
1993-147966-0001,SCHS TOSCH TOSCH SSSS TO TOS TO
6241-61946-0019,THEDPSCHT
6241-61946-0022,SCHSSSCH THES TOPSS
6241-61946-0004,FEDPSSS FSCH SHECH B
6241-61946-0008,AND SSP W BD
6241-61946-0014,SS SCHSS ANDCH
6241-61946-0018,CHSPS TO TO TOSS
6241-61946-0006,LS TO SS OF THESSSYP SS S
6241-61946-0021,SS FD TOSSCH
6241-61946-0015,TION TOSLP SS FD
6241-61946-0000,THEST F THE S BCHT
6241-61946-0016,SSS THESSS THES
6241-61946-0007,S THES THETSSSSPSLS
6241-61946-0011,SS F SS TO BS THE TOS THE TOSSD THESS
6241-61946-0020,S S THESSSS TOSSTS THE THE FSLYSF THESPSSP SS
6241-61946-0023,THES TO BES FL FS BPSPTION
6241-61946-0009,TO THEDTSSP SS
6241-61946-0017,SLP BS S S
6241-61946-0001,S TED BS SP S
6241-61946-0012,SRSSS
6241-61946-0003,HES THE TOSPSS SLTSCHSD SSS
6241-61946-0005,THES S THECH
6241-61946-0013,THES TOS TOPCHSS THESSSCHCHSSST TOS
6241-61946-0010,THES
6241-61946-0002,CHSD TODDPS P
6241-66616-0020,S B PSS
6241-66616-0004,FST FSSSPSPS
6241-66616-0011,S THECHTION THEPS SS THECHTCPSS FSS
6241-66616-0003,T TOS ANDSRPSERTS
6241-66616-0009,SS FSSSS S SSSSST
6241-66616-0022,SCHERS THE ANDP TOSERS
6241-66616-0017,SS THE FSCHSCHS
6241-66616-0023,SER THE THE
6241-66616-0021,SSP THE SEDRS
6241-66616-0005,F TO SCHSSCHPSCH SS TOSS TOS STCHS
6241-66616-0002,TS SSS S
6241-66616-0013,ANDSSSSSS THESS
6241-66616-0000,S SS FSLSPERSSPSPS THECH
6241-66616-0001,THE THESS T FPS S THECHSS
6241-66616-0019,SS THESSP THES TO TOS
6241-66616-0025,THESSSPTION THE TOSSS SS TOS
6241-66616-0024,CH TOSSSCH
6241-66616-0014,THESS S THESDSSPST BSSSERSS
6241-66616-0010,SSCHSS THE THESPT THESSP TOLSCH
6241-66616-0007,ERSSSSSL
6241-66616-0006,CHPSP SPS
6241-66616-0015,CH TOSS THESSSS
6241-66616-0008,S THE THES TOSS TOCHLSD THE SSS SSCH BSCHSS FS
6241-66616-0012,CHSSSPS THE TOSS TO THE TO TO ANDSSDS
6241-66616-0016,S SSSS
6241-66616-0018,THEL ANDPSS TO TOT TOSSSS
6241-61943-0001,THES SSS SS
6241-61943-0024,SS THESSRDSPS THEPSS
6241-61943-0019,TO THE TOS
6241-61943-0014,S THE S SST THE THE THE TP
6241-61943-0000,STSCHSSPCHL
6241-61943-0008,S SPS T THESL W SPER ANDL
6241-61943-0025,SSRSSSSSS TOSS
6241-61943-0002,AND F
6241-61943-0017,RSSSL TOSS F
6241-61943-0021,S THET S
6241-61943-0016,S SSPP TO SPS S
6241-61943-0020,DSSSS SP BS
6241-61943-0012,THE FSSSERSS SS BS
6241-61943-0015,S
6241-61943-0007,S FS
6241-61943-0005,FS THESSS THE FBS TO
6241-61943-0006,FSCH F TO
6241-61943-0009,TTS S FSST
6241-61943-0010,ST SCHSPSTIONS
6241-61943-0011,LPS THE TOSS SS
6241-61943-0023,THE TOD SF SCHS
6241-61943-0013,THE FPS F TSS F SS SP TOS
6241-61943-0027,THE BSPCHSSPS SSSLSSSCH SSS SCHS THET F THES THE SL
6241-61943-0004,LS TSCHS
6241-61943-0026,SLSSSTION P THESSS OFS THESPLSS
6241-61943-0018,SPSSS FSLS
6241-61943-0022,THEST
6241-61943-0003,ANDS SS AND SSS FSPSP FT
